"ID#","Estuary/
Location","general characteristics","Reference","state/
Region","Station
Name","Latitude
DD","Longitude
DD","Date","Month","Year","Time","Water Depth
(m)","BW
Sal","BW
Temp (°C)","BW
pH","BW
NH4
(uM)","BW
PO4
(uM)","BW
NO2
(uM)","BW
NO3
(uM)","BW
NO23
(uM)","BW
DSi
(uM)","BW
DO
(uM)","BW
DO
(mg/L)","O2 Flux or SOC
(umol/m2/hr)","DO Flux 
(g O2/m2/d)","NH4 Flux
(umol/m2/hr)","PO4 Flux
(umol/m2/hr)","NO2 Flux
(umol/m2/hr)","NO23 Flux
(umol/m2/hr)","DSi Flux
(umol/m2/hr)","RES
(gO2/m3/day)","POC
(%DW)","PON
(%DW)","PP
(%DW)","Total
CHLa
(mg/m2)","Active
CHLa
(mg/m2)"
1485,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1986-08-18,"August",1986,"0.38194444444444442",5.5,"11",28.5,"NaN","5.4",6.58,"0.37","NaN","0.97","NaN",180,5.76,"-2074.6527777777778","-1.5933333333333335","413.3","15.743333333333332","NaN","12.695","NaN","NaN","2.34","0.28999999999999998","0.13500000000000001","153","53.800000000000004"
1486,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1986-08-18,"August",1986,"0.77083333333333337",15,"14.9",26.3,"NaN","2",0.29,"0.1","NaN","0.23","NaN",188.4375,6.03,"-963.54166666666663","-0.74","234.9666666666667","0","NaN","22.393333333333331","NaN","NaN","0.92","0.12","3.4000000000000002E-2","101","41.9"
1487,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1986-08-18,"August",1986,"0.29166666666666669",6.3,"13.1",27,"NaN","14.8",1.36,"0.62","NaN","1.41","NaN",128,4.096,"NaN","NaN","153.30000000000001","12.3","NaN","11.2","NaN","NaN","2.6","0.28999999999999998","6.6000000000000003E-2","125","51.800000000000004"
1488,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1986-08-19,"August",1986,"0.46597222222222223",10,"7.9",26.8,"NaN","2",2.35,"6.41","NaN","28.3","NaN",170,5.44,"-1723.0902777777776","-1.3233333333333333","371.40000000000003","11.276666666666666","NaN","-52.86","NaN","NaN","2.36","0.28000000000000003","0.11","81","27.900000000000002"
1489,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1986-08-19,"August",1986,"0.31041666666666667",16,"16.3",25.9,"NaN","32.4",3.17,"0.15","NaN","0.57999999999999996","NaN",2.1875,0.07,"0","0","668.83333333333337","64.83","NaN","2.1733333333333333","NaN","NaN","3.56","0.46","5.8999999999999997E-2","149","53.800000000000004"
1490,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1986-08-20,"August",1986,"0.45833333333333331",8,"12",26,"NaN","8.8000000000000007",0.69,"0.61","NaN","2.36","NaN",175.625,5.62,"-1549.4791666666667","-1.19","207.26666666666665","15.596666666666666","NaN","13.86","NaN","NaN","2.17","0.3","6.5000000000000002E-2","126","47.800000000000004"
1491,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1986-08-20,"August",1986,"0.33333333333333331",15.8,"17.8",26.1,"NaN","20.100000000000001",2.14,"0.1","NaN","0.54","NaN",4,0.128,"-52.1","-4.0012800000000001E-2","699.3","70.900000000000006","NaN","6.5","NaN","NaN","3.6","0.46","5.8999999999999997E-2","171","65.8"
1492,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1986-08-20,"August",1986,"0.68055555555555547",3.6,"7.8",26.1,"NaN","0.8",2.86,"0.99","NaN","2.52","NaN",185.9375,5.95,"-2378.4722222222226","-1.8266666666666669","504.33333333333331","55.543333333333329","NaN","37.756666666666668","NaN","NaN","5.2","0.44","0.11600000000000001","109","39.9"
1493,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1986-08-21,"August",1986,"0.33333333333333331",17,"17.100000000000001",25.3,"NaN","26.5",3.31,"0.13","NaN","0.63","NaN",2.8125,0.09,"-6.510416666666667","-5.0000000000000001E-3","112.26666666666667","40.243333333333332","NaN","-5.1100000000000003","NaN","NaN","4.04","0.28000000000000003","5.8999999999999997E-2","118","47.800000000000004"
1494,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1986-08-21,"August",1986,"0.62152777777777779",11,"7",25.1,"NaN","10.8",1.09,"0.73","NaN","17.3","NaN",144,4.608,"-1041.7","-0.80002560000000011","308.39999999999998","11.6","NaN","-63.1","NaN","NaN","5.6","0.27","9.6000000000000002E-2","127","53.800000000000004"
1495,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1986-11-10,"November",1986,"0.45833333333333331",8,"15.200000000000001",14.2,"NaN","5.5",0.56,"0.6","NaN","3.99","NaN",294.0625,9.41,"-646.7013888888888","-0.49666666666666659","37.266666666666666","4.623333333333334","NaN","22.733333333333331","NaN","NaN","2","0.28000000000000003","6.9000000000000006E-2","112","39.9"
1496,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1986-11-10,"November",1986,"0.38819444444444445",16.2,"19.900000000000002",16,"NaN","12.2",0.5,"1.6","NaN","3.6","NaN",200,6.4,"-842","-0.64665600000000001","89.3","2.6","NaN","1.7","NaN","NaN","3.3","0.45","7.9000000000000001E-2","128","47.800000000000004"
1497,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1986-11-10,"November",1986,"0.63541666666666663",3,"9.8000000000000007",14,"NaN","3.1",1.3,"0.2","NaN","11.200000000000001","NaN",281.25,9,"-1801.2152777777781","-1.3833333333333335","39.1","6.9433333333333325","NaN","15.63","NaN","NaN","5.73","0.44","0.113","71.3","24.900000000000002"
1498,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1986-11-11,"November",1986,"0.32291666666666669",15.8,"22.2",16.9,"NaN","16.100000000000001",0.87,"1.68","NaN","4.7300000000000004","NaN",129.6875,4.15,"-651.04166666666663","-0.5","-28.766666666666666","1.85","NaN","15.36","NaN","NaN","4.01","0.28999999999999998","7.6999999999999999E-2","93.8","35.9"
1499,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1986-11-11,"November",1986,"0.45902777777777781",10.4,"7.3",12.8,"NaN","13.6",0.52,"0.55000000000000004","NaN","33.700000000000003","NaN",264,8.448,"-1037.3","-0.79664639999999987","17.3","0","NaN","6.9","NaN","NaN","4.2","0.24","7.9000000000000001E-2","91.4","29.900000000000002"
1500,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1986-11-12,"November",1986,"0.56527777777777777",10.2,"9",13.8,"NaN","6.3",1.69,"1.29","NaN","39.4","NaN",286.875,9.18,"-1189.2361111111113","-0.91333333333333344","176.23333333333335","-15.986666666666666","NaN","-43.576666666666661","NaN","NaN","2.27","0.27","0.112","59.2","22.400000000000002"
1501,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1986-11-12,"November",1986,"0.31736111111111115",14,"18",14.8,"NaN","5.8",0.11,"1.35","NaN","3.1","NaN",295.3125,9.45,"-1063.3680555555557","-0.81666666666666676","68.650000000000006","2.5566666666666666","NaN","15.373333333333333","NaN","NaN","1.73","0.21","4.2999999999999997E-2","152","53.800000000000004"
1502,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1986-11-12,"November",1986,"0.42430555555555555",16,"19",15.8,"NaN","8",0.23,"1.49","NaN","2.93","NaN",231.5625,7.41,"-1241.3194444444443","-0.95333333333333325","109.13333333333333","3.5666666666666664","NaN","24.143333333333334","NaN","NaN","3.13","0.42","9.8000000000000004E-2","156","47.800000000000004"
1503,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1986-11-13,"November",1986,"0.44444444444444442",4.8,"13",12.8,"NaN","9.5",2.57,"0.79","NaN","12.3","NaN",286.875,9.18,"-1250","-0.96","34.766666666666666","4.5600000000000005","NaN","0","NaN","NaN","2.36","0.28999999999999998","0.14199999999999999","119","35.9"
1504,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1986-11-13,"November",1986,"0.35416666666666669",6.2,"16.3",14,"NaN","8.6999999999999993",1.25,"1.19","NaN","4.47","NaN",284,9.088,"-664.1","-0.51002880000000006","-5.7","2","NaN","28.2","NaN","NaN","2.6","0.33","9.0999999999999998E-2","150","41.9"
1505,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1987-04-20,"April",1987,"0.38194444444444442",17.5,"18",9.4,"NaN","12.3",0.08,"0.57000000000000006","NaN","13.9","NaN",231,7.392,"-772.6","-0.59335680000000002","39.1","1.1000000000000001","NaN","-12","NaN","NaN","3","0.38","8.4000000000000005E-2","116","65.8"
1506,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1987-04-20,"April",1987,"0.50694444444444442",16.5,"17",9.1,"NaN","12.6",0.11,"0.61","NaN","18.400000000000002","NaN",159.375,5.1,"-651.04166666666663","-0.5","20.933333333333334","0.28000000000000003","NaN","15.275","NaN","NaN","3.12","0.24","6.7000000000000004E-2","86","57.5"
1507,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1987-04-20,"April",1987,"0.67708333333333337",10.8,"6.2",11.1,"NaN","13.2",0.46,"1.1400000000000001","NaN","58.7","NaN",219,7.008,"-1128.5","-0.86668800000000001","71.900000000000006","0.7","NaN","-25.8","NaN","NaN","5.9","0.21","7.2999999999999995E-2","124","71.8"
1508,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1987-04-21,"April",1987,"0.39583333333333331",8.6,"13.700000000000001",13.2,"NaN","2.9",0.07,"0.69000000000000006","NaN","24.7","NaN",281.25,9,"-1236.9791666666667","-0.95000000000000007","43.75","2.0466666666666669","NaN","0","NaN","NaN","2.21","0.28000000000000003","6.8000000000000005E-2","170","77.7"
1509,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1987-04-21,"April",1987,"0.50694444444444442",4,"7.3",15,"NaN","6.5",0.77,"0.67","NaN","87.9","NaN",275,8.8,"-1137.1527777777778","-0.87333333333333341","0","0","NaN","-82.673333333333332","NaN","NaN","4.4400000000000004","0.36","7.5999999999999998E-2","102","47.800000000000004"
1510,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1987-04-22,"April",1987,"0.55902777777777779",10.8,"0.70000000000000007",14.3,"NaN","11.6",1.03,"1.25","NaN","87.4","NaN",281.25,9,"-1054.6875","-0.81","0","5.67","NaN","46.08","NaN","NaN","2.82","0.3","0.14099999999999999","145","65.8"
1511,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1987-04-22,"April",1987,"0.33333333333333331",14.8,"15.200000000000001",12.4,"NaN","1.5",0.04,"0.59","NaN","13.5","NaN",350,11.2,"-1171.875","-0.9","1.5","0.41666666666666669","NaN","0","NaN","NaN","2.0499999999999998","0.26","8.4000000000000005E-2","179","95.7"
1512,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1987-04-22,"April",1987,"0.43402777777777773",17,"14.200000000000001",11.2,"NaN","7.1000000000000005",0.08,"0.84","NaN","22.3","NaN",228.125,7.3,"-837.6736111111112","-0.64333333333333342","99.5","0","NaN","69.11","NaN","NaN","3.09","0.4","8.4000000000000005E-2","150","83.7"
1513,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1987-04-23,"April",1987,"0.39583333333333331",6,"9.2000000000000011",16.1,"NaN","1.9000000000000001",0.14,"1.05","NaN","20.100000000000001","NaN",328.125,10.5,"-1879.3402777777776","-1.4433333333333334","196.53333333333333","8.8633333333333333","NaN","-7.26","NaN","NaN","3.15","0.38","0.156","138","71.8"
1514,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1987-04-23,"April",1987,"0.3125",6.5,"11.9",14.2,"NaN","1.6",0.08,"0.33","NaN","4.18","NaN",406,12.992,"-1679.7","-1.2900096000000001","24.9","0.8","NaN","39.4","NaN","NaN","2.8","0.36","0.112","171","95.7"
1515,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1987-06-10,"June",1987,"0.4145833333333333",7.5,"12.4",23.3,"NaN","5.5",0.2,"0.3","NaN","2.33","NaN",201.5625,6.45,"-1714.4097222222224","-1.3166666666666667","278.66666666666669","10.563333333333333","NaN","19.773333333333337","NaN","NaN","1.8800000000000001","0.24","5.3999999999999999E-2","142","53.800000000000004"
1516,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1987-06-10,"June",1987,"0.56944444444444442",3.5,"4.8",24.3,"NaN","1.6",0.13,"0.32","NaN","2.42","NaN",192.5,6.16,"-2300.3472222222222","-1.7666666666666666","115.06666666666666","7.833333333333333","NaN","-36.113333333333337","NaN","NaN","3.56","0.34","0.104","92.3","34.5"
1517,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1987-06-11,"June",1987,"0.2951388888888889",16,"17.900000000000002",15.4,"NaN","25.900000000000002",1.38,"0.31","NaN","0.39","NaN",3.4375,0.11,"-45.572916666666664","-3.5000000000000003E-2","131.76666666666668","21.433333333333334","NaN","9.1066666666666674","NaN","NaN","3.75","0.28000000000000003","6.4000000000000001E-2","78.5","43.7"
1518,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1987-06-11,"June",1987,"0.51041666666666663",10.2,"5.5",21.6,"NaN","16.5",0.43,"0.57999999999999996","NaN","32.700000000000003","NaN",141,4.512,"-1857.6","-1.4266367999999998","0","3.8","NaN","-37.299999999999997","NaN","NaN","6.4","0.25","9.0999999999999998E-2","90.2","36.800000000000004"
1519,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1987-06-12,"June",1987,"0.61805555555555558",17,"19.2",16.9,"NaN","20.6",1.37,"0.1","NaN","0.13","NaN",3,0.096,"-612","-0.47001599999999999","178.9","37.799999999999997","NaN","0","NaN","NaN","3","0.37","5.6000000000000001E-2","138","59.800000000000004"
1520,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1987-06-13,"June",1987,"0.34375",13.6,"19.2",18.1,"NaN","10.8",0.78,"0.26","NaN","0.31","NaN",3.75,0.12,"-117.1875","-0.09","110.76666666666667","13.213333333333333","NaN","-4.0333333333333332","NaN","NaN","1.6500000000000001","0.2","3.5999999999999997E-2","128","59.800000000000004"
1521,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","RGPT",38.1621666666667,-76.5893333333333,1987-06-13,"June",1987,"0.58333333333333337",16,"17.2",18.4,"NaN","1.9000000000000001",0.3,"0.32","NaN","8.5","NaN",2.8125,0.09,"0","0","105.53333333333335","21.650000000000002","NaN","-2.08","NaN","NaN","3.49","0.43","6.5000000000000002E-2","153","65.8"
1522,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1987-06-14,"June",1987,"0.43055555555555558",10.6,"6.9",22.2,"NaN","12.1",1.45,"1.01","NaN","35.1","NaN",128.125,4.1,"-716.14583333333337","-0.55000000000000004","118.33333333333333","9.1050000000000004","NaN","-29.330000000000002","NaN","NaN","2.57","0.28000000000000003","0.13200000000000001","112","41.9"
1523,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1987-06-15,"June",1987,"0.58333333333333337",3.7,"9.7000000000000011",25.7,"NaN","0.3",0.87,"0.09","NaN","1.55","NaN",172.5,5.52,"-3624.1319444444439","-2.7833333333333332","327.56666666666666","45.043333333333329","NaN","53.666666666666664","NaN","NaN","2.73","0.34","0.16500000000000001","144","59.800000000000004"
1524,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1987-06-15,"June",1987,"0.50694444444444442",6.2,"14.3",21.3,"NaN","14.1",1.19,"0.23","NaN","0.62","NaN",61,1.952,"-1011.3","-0.77667839999999988","176.6","20.2","NaN","1.7","NaN","NaN","2.8","0.35","0.109","170","71.8"
1525,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Fluxzilla-Mainstem","Maryland","R-64",38.5586166666667,-76.4263833333333,1987-08-17,"August",1987,"0.38194444444444442",16.8,"12.6",25.7,"NaN","15.5",1.81,"0.09","NaN","0.14000000000000001","NaN",13,0.416,"-204","-0.15667200000000001","227.2","21.4","NaN","-1.2","NaN","NaN","3.3","0.44","4.5999999999999999E-2","145","54.800000000000004"
1526,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","R-78",38.9635,-76.3936666666667,1987-08-17,"August",1987,"0.53125",15.8,"14.6",26.5,"NaN","18.2",1.31,"0.13","NaN","0.28000000000000003","NaN",26.875,0.86,"-151.9097222222222","-0.11666666666666665","76.2","-3.206666666666667","NaN","0.51666666666666672","NaN","NaN","5.55","0.26","4.3999999999999997E-2","126","49.800000000000004"
1527,"Chesapeake Bay-North","well mixed, low salinity, river dominated estuary","Fluxzilla-Mainstem","Maryland","SLPD",39.3478333333333,-76.1811666666667,1987-08-17,"August",1987,"0.63541666666666663",10.5,"6.2",27.6,"NaN","7.4",0.9,"1.19","NaN","18.600000000000001","NaN",172,5.504,"-1310.8","-1.0066944","61.2","9.5","NaN","19.5","NaN","NaN","4.9000000000000004","0.15","4.9000000000000002E-2","56.2","23"
1528,"Choptank","coastal plain tributary","Boynton","Maryland","HNPT",38.6201666666667,-76.1335,1987-08-18,"August",1987,"0.375",8.2,"12.8",27.2,"NaN","8.5",0.31,"0.35000000000000003","NaN","1.23","NaN",150,4.8,"-1206.5972222222224","-0.92666666666666675","266.66666666666669","11.416666666666666","NaN","15.88","NaN","NaN","1.83","0.26","4.8000000000000001E-2","155","44.800000000000004"
1529,"Choptank","coastal plain tributary","Boynton","Maryland","WDHL",38.6908333333333,-75.9716666666667,1987-08-18,"August",1987,"0.45833333333333331",3.6,"8.5",28.2,"NaN","0.6",2.36,"0.11","NaN","0.2","NaN",187.5,6,"-2213.5416666666665","-1.7","491.8","21.88","NaN","24.233333333333334","NaN","NaN","4.59","0.4","8.4000000000000005E-2","80.5","34.9"
1530,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1987-08-19,"August",1987,"0.45833333333333331",4.2,"11.8",28.7,"NaN","12.3",2.77,"1.25","NaN","2.92","NaN",103.125,3.3,"-1210.9375","-0.93","174.43333333333331","11.89","NaN","-5.5166666666666666","NaN","NaN","2.34","0.28999999999999998","0.154","143","54.800000000000004"
1531,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1987-08-19,"August",1987,"0.3576388888888889",7.5,"13.200000000000001",27.7,"NaN","14",1.06,"0.57999999999999996","NaN","1.08","NaN",141,4.512,"-985.2","-0.75663360000000013","219.4","21.7","NaN","10.3","NaN","NaN","2.9","0.39","0.113","139","39.9"
1532,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","MDPT",38.3561666666667,-77.1915,1987-08-20,"August",1987,"0.61111111111111105",10,"6.8",29.9,"NaN","1.3",1.39,"1.2","NaN","22.7","NaN",112.5,3.6,"-1766.4930555555557","-1.3566666666666667","424.56666666666666","15.296666666666667","NaN","-73.663333333333341","NaN","NaN","2.29","0.26","8.5999999999999993E-2","80.5","32.6"
1533,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","PNPT",38.1331666666667,-76.2521666666667,1987-08-20,"August",1987,"0.3263888888888889",14,"18",27,"NaN","11.1",1.28,"0.48","NaN","1","NaN",26.5625,0.85,"-473.09027777777777","-0.36333333333333329","118.96666666666665","8.870000000000001","NaN","0","NaN","NaN","1.77","0.23","3.6999999999999998E-2","147","49.800000000000004"
